gene,dis,rank,Ensembl
TMED8,3.68E-07,589,ENSG00000100580
SEC23A,3.68E-07,590,ENSG00000100934
RAB7A,3.67E-07,591,ENSG00000075785
ATP5D,3.67E-07,592,ENSG00000099624
COPS9,3.67E-07,593,ENSG00000172428
FAM83H-AS1,3.67E-07,594,ENSG00000203499
MVD,3.67E-07,595,ENSG00000167508
AAGAB,3.66E-07,596,ENSG00000103591
DSG2,3.66E-07,597,ENSG00000046604
SERBP1,3.65E-07,598,ENSG00000142864
SAP18,3.64E-07,599,ENSG00000150459
PEBP1,3.64E-07,600,ENSG00000089220
ID3,3.64E-07,601,ENSG00000117318
MRPL4,3.64E-07,602,ENSG00000105364
NUFIP2,3.64E-07,603,ENSG00000108256
AAMP,3.64E-07,604,ENSG00000127837
DAG1,3.63E-07,605,ENSG00000173402
PPT1,3.63E-07,606,ENSG00000131238
GTPBP4,3.62E-07,607,ENSG00000107937
PPFIBP1,3.62E-07,608,ENSG00000110841
NUDC,3.62E-07,609,ENSG00000090273
ATP6V1G1,3.61E-07,610,ENSG00000136888
SLC20A1,3.61E-07,611,ENSG00000144136
LARS,3.61E-07,612,ENSG00000133706
DAB2,3.61E-07,613,ENSG00000153071
RPL13A,3.61E-07,614,ENSG00000142541
CTSC,3.60E-07,615,ENSG00000109861
ABHD17B,3.60E-07,616,ENSG00000107362
UBA52,3.59E-07,617,ENSG00000221983
CACYBP,3.59E-07,618,ENSG00000116161
DPPA2,3.59E-07,619,ENSG00000163530
SLC12A3,3.59E-07,620,ENSG00000070915
SRSF2,3.58E-07,621,ENSG00000161547
ECHS1,3.58E-07,622,ENSG00000127884
LAMP2,3.57E-07,623,ENSG00000005893
C1orf50,3.57E-07,624,ENSG00000164008
DUT,3.57E-07,625,ENSG00000128951
FAHD1,3.56E-07,626,ENSG00000180185
AK6,3.56E-07,627,ENSG00000085231
MYO5A,3.55E-07,628,ENSG00000197535
SF3B1,3.55E-07,629,ENSG00000115524
BMS1,3.55E-07,630,ENSG00000165733
CLIP1,3.54E-07,631,ENSG00000130779
SLC6A19,3.54E-07,632,ENSG00000174358
PPP1CA,3.54E-07,633,ENSG00000172531
MKRN1,3.54E-07,634,ENSG00000133606
CCKBR,3.54E-07,635,ENSG00000110148
CTNNA1,3.53E-07,636,ENSG00000044115
RBBP8,3.53E-07,637,ENSG00000101773
DOCK1,3.53E-07,638,ENSG00000150760
DEGS1,3.53E-07,639,ENSG00000143753
BORA,3.52E-07,640,ENSG00000136122
NOP10,3.52E-07,641,ENSG00000182117
YWHAB,3.52E-07,642,ENSG00000166913
ATP5E,3.51E-07,643,ENSG00000124172
DIS3L2,3.51E-07,644,ENSG00000144535
PSMD8,3.51E-07,645,ENSG00000099341
EIF3G,3.51E-07,646,ENSG00000130811
EDF1,3.51E-07,647,ENSG00000107223
GATA4,3.50E-07,648,ENSG00000136574
RBM38,3.50E-07,649,ENSG00000132819
CHIC2,3.50E-07,650,ENSG00000109220
,3.50E-07,651,ENSG00000108294
SNRPG,3.49E-07,652,ENSG00000143977
MYL6,3.49E-07,653,ENSG00000092841
FLNA,3.48E-07,654,ENSG00000196924
MSMO1,3.48E-07,655,ENSG00000052802
PSMD14,3.48E-07,656,ENSG00000115233
BRDT,3.48E-07,657,ENSG00000137948
HNRNPDL,3.47E-07,658,ENSG00000152795
TXNL4A,3.47E-07,659,ENSG00000141759
RER1,3.47E-07,660,ENSG00000157916
EFNA1,3.47E-07,661,ENSG00000169242
EXOC5,3.46E-07,662,ENSG00000070367
HSPH1,3.45E-07,663,ENSG00000120694
NDUFS2,3.44E-07,664,ENSG00000158864
EFHD2,3.43E-07,665,ENSG00000142634
DRG2,3.43E-07,666,ENSG00000108591
USP33,3.43E-07,667,ENSG00000077254
SLC6A8,3.42E-07,668,ENSG00000130821
CNOT10,3.42E-07,669,ENSG00000182973
EI24,3.42E-07,670,ENSG00000149547
MDH1,3.41E-07,671,ENSG00000014641
CHP1,3.41E-07,672,ENSG00000187446
ATP2B1,3.40E-07,673,ENSG00000070961
,3.40E-07,674,ENSG00000155130
UBE2C,3.40E-07,675,ENSG00000175063
ALDH2,3.39E-07,676,ENSG00000111275
EEPD1,3.39E-07,677,ENSG00000122547
SNRPC,3.39E-07,678,ENSG00000124562
ATP5J2,3.39E-07,679,ENSG00000241468
HMGN1,3.39E-07,680,ENSG00000205581
NEMF,3.38E-07,681,ENSG00000165525
NUP50-AS1,3.38E-07,682,ENSG00000226328
DDX39A,3.38E-07,683,ENSG00000123136
SAYSD1,3.37E-07,684,ENSG00000112167
TEAD4,3.37E-07,685,ENSG00000197905
ROMO1,3.36E-07,686,ENSG00000125995
RPL24,3.36E-07,687,ENSG00000114391
APEX1,3.36E-07,688,ENSG00000100823
POMP,3.35E-07,689,ENSG00000132963
PANK3,3.35E-07,690,ENSG00000120137
UBL5,3.35E-07,691,ENSG00000198258
RPL37A,3.35E-07,692,ENSG00000197756
EIF5A,3.35E-07,693,ENSG00000132507
BCCIP,3.34E-07,694,ENSG00000107949
,3.34E-07,695,ENSG00000210077
FAM134A,3.34E-07,696,ENSG00000144567
RHOA,3.34E-07,697,ENSG00000067560
AKIP1,3.33E-07,698,ENSG00000166452
PPM1B,3.33E-07,699,ENSG00000138032
HPGD,3.32E-07,700,ENSG00000164120
EFTUD2,3.32E-07,701,ENSG00000108883
HNRNPD,3.31E-07,702,ENSG00000138668
SRSF5,3.31E-07,703,ENSG00000100650
CCDC47,3.31E-07,704,ENSG00000108588
WARS,3.30E-07,705,ENSG00000140105
KARS,3.30E-07,706,ENSG00000065427
N4BP1,3.30E-07,707,ENSG00000102921
CKS2,3.30E-07,708,ENSG00000123975
DDB1,3.30E-07,709,ENSG00000167986
STX16,3.29E-07,710,ENSG00000124222
GOLGA3,3.29E-07,711,ENSG00000090615
ARL15,3.29E-07,712,ENSG00000185305
TOMM40,3.29E-07,713,ENSG00000130204
ABL1,3.29E-07,714,ENSG00000097007
IFT52,3.29E-07,715,ENSG00000101052
KPNB1,3.29E-07,716,ENSG00000108424
RPL38,3.28E-07,717,ENSG00000172809
EBNA1BP2,3.28E-07,718,ENSG00000117395
TADA2B,3.28E-07,719,ENSG00000173011
POLR1D,3.27E-07,720,ENSG00000186184
GRSF1,3.27E-07,721,ENSG00000132463
SLC2A8,3.27E-07,722,ENSG00000136856
DPP4,3.27E-07,723,ENSG00000197635
PYGO2,3.27E-07,724,ENSG00000163348
SSBP1,3.27E-07,725,ENSG00000106028
EDEM1,3.26E-07,726,ENSG00000134109
IL17D,3.26E-07,727,ENSG00000172458
CNEP1R1,3.26E-07,728,ENSG00000205423
SMARCC1,3.26E-07,729,ENSG00000173473
ADAR,3.26E-07,730,ENSG00000160710
TIGAR,3.25E-07,731,ENSG00000078237
AKT2,3.25E-07,732,ENSG00000105221
GGCT,3.25E-07,733,ENSG00000006625
CIAPIN1,3.25E-07,734,ENSG00000005194
STRIP1,3.25E-07,735,ENSG00000143093
TAF1D,3.25E-07,736,ENSG00000166012
RFK,3.24E-07,737,ENSG00000135002
MLH1,3.24E-07,738,ENSG00000076242
RPL29,3.24E-07,739,ENSG00000162244
BIN1,3.24E-07,740,ENSG00000136717
FAU,3.24E-07,741,ENSG00000149806
PRDX4,3.23E-07,742,ENSG00000123131
,3.23E-07,743,ENSG00000210140
SERPINH1,3.23E-07,744,ENSG00000149257
ARHGAP45,3.23E-07,745,ENSG00000180448
UMPS,3.23E-07,746,ENSG00000114491
MTHFR,3.23E-07,747,ENSG00000177000
SNRPD1,3.22E-07,748,ENSG00000167088
MTCH2,3.22E-07,749,ENSG00000109919
NAALAD2,3.22E-07,750,ENSG00000077616
SNU13,3.22E-07,751,ENSG00000100138
SRSF9,3.22E-07,752,ENSG00000111786
STRIP2,3.22E-07,753,ENSG00000128578
NUSAP1,3.21E-07,754,ENSG00000137804
SRP54,3.21E-07,755,ENSG00000100883
KLC4,3.21E-07,756,ENSG00000137171
SAMHD1,3.21E-07,757,ENSG00000101347
THAP6,3.21E-07,758,ENSG00000174796
ENO2,3.21E-07,759,ENSG00000111674
CDK17,3.21E-07,760,ENSG00000059758
RPS2,3.20E-07,761,ENSG00000140988
ATP6AP1,3.20E-07,762,ENSG00000071553
NRBP1,3.20E-07,763,ENSG00000115216
KLHL9,3.19E-07,764,ENSG00000198642
SNRPD2,3.19E-07,765,ENSG00000125743
YBX3,3.19E-07,766,ENSG00000060138
AP3D1,3.19E-07,767,ENSG00000065000
SH3GLB2,3.19E-07,768,ENSG00000148341
NAP1L1,3.19E-07,769,ENSG00000187109
ZNF134,3.19E-07,770,ENSG00000213762
TACC3,3.19E-07,771,ENSG00000013810
PARK7,3.19E-07,772,ENSG00000116288
LSM5,3.18E-07,773,ENSG00000106355
,3.18E-07,774,ENSG00000100142
CCDC186,3.18E-07,775,ENSG00000165813
SOD1,3.18E-07,776,ENSG00000142168
RPL34,3.18E-07,777,ENSG00000109475
WIPF3,3.17E-07,778,ENSG00000122574
MRM2,3.16E-07,779,ENSG00000122687
LRRC42,3.16E-07,780,ENSG00000116212
AKIRIN1,3.16E-07,781,ENSG00000174574
CHCHD3,3.16E-07,782,ENSG00000106554
RIMKLB,3.16E-07,783,ENSG00000166532
EEF1D,3.16E-07,784,ENSG00000104529
RACGAP1,3.16E-07,785,ENSG00000161800
MED12,3.15E-07,786,ENSG00000184634
BEND3,3.15E-07,787,ENSG00000178409
SPAG5,3.15E-07,788,ENSG00000076382
TADA1,3.14E-07,789,ENSG00000152382
LSM7,3.14E-07,790,ENSG00000130332
FBP1,3.14E-07,791,ENSG00000165140
XRCC6,3.14E-07,792,ENSG00000196419
RSPO3,3.13E-07,793,ENSG00000146374
LGALS1,3.13E-07,794,ENSG00000100097
USP28,3.13E-07,795,ENSG00000048028
IMP3,3.13E-07,796,ENSG00000177971
KIAA1143,3.13E-07,797,ENSG00000163807
FUT4,3.13E-07,798,ENSG00000196371
VPS35,3.12E-07,799,ENSG00000069329
RNF139,3.12E-07,800,ENSG00000170881
ANP32E,3.12E-07,801,ENSG00000143401
AZIN1,3.12E-07,802,ENSG00000155096
RPL41,3.12E-07,803,ENSG00000229117
CXorf65,3.12E-07,804,ENSG00000204165
PDCD11,3.12E-07,805,ENSG00000148843
SAT1,3.12E-07,806,ENSG00000130066
ATP5EP2,3.12E-07,807,ENSG00000180389
ZNF37A,3.11E-07,808,ENSG00000075407
AC016629.7,3.11E-07,809,ENSG00000269028
SLC25A44,3.11E-07,810,ENSG00000160785
ZNF638,3.11E-07,811,ENSG00000075292
MORF4L2,3.11E-07,812,ENSG00000123562
PSMA3,3.10E-07,813,ENSG00000100567
DBI,3.10E-07,814,ENSG00000155368
ELK4,3.10E-07,815,ENSG00000158711
ATP6V1A,3.10E-07,816,ENSG00000114573
TMEM167A,3.10E-07,817,ENSG00000174695
NCOR1,3.10E-07,818,ENSG00000141027
LBHD1,3.09E-07,819,ENSG00000162194
RPS29,3.09E-07,820,ENSG00000213741
CALM1,3.09E-07,821,ENSG00000198668
LARP7,3.09E-07,822,ENSG00000174720
GORAB,3.08E-07,823,ENSG00000120370
STK3,3.08E-07,824,ENSG00000104375
GPATCH2L,3.08E-07,825,ENSG00000089916
IFT22,3.08E-07,826,ENSG00000128581
CKAP5,3.08E-07,827,ENSG00000175216
NEK4,3.08E-07,828,ENSG00000114904
FARSA,3.08E-07,829,ENSG00000179115
USP7,3.08E-07,830,ENSG00000187555
RPL7A,3.08E-07,831,ENSG00000148303
RBM39,3.07E-07,832,ENSG00000131051
PFKL,3.07E-07,833,ENSG00000141959
ELF3,3.07E-07,834,ENSG00000163435
CECR1,3.07E-07,835,ENSG00000093072
FERMT2,3.06E-07,836,ENSG00000073712
NUDT5,3.06E-07,837,ENSG00000165609
SF3B6,3.06E-07,838,ENSG00000115128
FUS,3.06E-07,839,ENSG00000089280
NHP2,3.05E-07,840,ENSG00000145912
DCAF13,3.05E-07,841,ENSG00000164934
VEGFA,3.05E-07,842,ENSG00000112715
PTDSS1,3.05E-07,843,ENSG00000156471
MAPK8,3.04E-07,844,ENSG00000107643
CD164,3.04E-07,845,ENSG00000135535
STOML2,3.04E-07,846,ENSG00000165283
ASTN2,3.04E-07,847,ENSG00000148219
FOXRED1,3.04E-07,848,ENSG00000110074
SEH1L,3.04E-07,849,ENSG00000085415
PPIG,3.04E-07,850,ENSG00000138398
HK2,3.04E-07,851,ENSG00000159399
RRM1,3.04E-07,852,ENSG00000167325
LBH,3.04E-07,853,ENSG00000213626
SAP30L,3.03E-07,854,ENSG00000164576
LRCH4,3.03E-07,855,ENSG00000077454
TRA2A,3.03E-07,856,ENSG00000164548
PFDN2,3.03E-07,857,ENSG00000143256
SLC47A1,3.03E-07,858,ENSG00000142494
LSM4,3.03E-07,859,ENSG00000130520
LSM3,3.02E-07,860,ENSG00000170860
VANGL1,3.02E-07,861,ENSG00000173218
SP6,3.02E-07,862,ENSG00000189120
RDX,3.01E-07,863,ENSG00000137710
EED,3.01E-07,864,ENSG00000074266
MAP2K4,3.01E-07,865,ENSG00000065559
RPGR,3.01E-07,866,ENSG00000156313
GNL3L,3.01E-07,867,ENSG00000130119
NOP16,3.01E-07,868,ENSG00000048162
PLTP,3.01E-07,869,ENSG00000100979
COX5B,3.00E-07,870,ENSG00000135940
PPP1R14A,3.00E-07,871,ENSG00000167641
LITAF,3.00E-07,872,ENSG00000189067
RPN1,3.00E-07,873,ENSG00000163902
AVPI1,3.00E-07,874,ENSG00000119986
UBE2N,3.00E-07,875,ENSG00000177889
ZBTB6,3.00E-07,876,ENSG00000186130
GPATCH3,3.00E-07,877,ENSG00000198746
EIF4EBP2,3.00E-07,878,ENSG00000148730
DRAM1,3.00E-07,879,ENSG00000136048
S100A11,2.99E-07,880,ENSG00000163191
TXNDC17,2.99E-07,881,ENSG00000129235
NUP160,2.99E-07,882,ENSG00000030066
LAMA5,2.99E-07,883,ENSG00000130702
TTLL12,2.98E-07,884,ENSG00000100304
KIF20B,2.98E-07,885,ENSG00000138182
DEF6,2.98E-07,886,ENSG00000023892
MRPL11,2.98E-07,887,ENSG00000174547
NR2F6,2.97E-07,888,ENSG00000160113
,2.97E-07,889,ENSG00000154035
ATP6AP2,2.97E-07,890,ENSG00000182220
DHCR7,2.97E-07,891,ENSG00000172893
HAND1,2.97E-07,892,ENSG00000113196
ATP6V0A4,2.97E-07,893,ENSG00000105929
MTIF2,2.96E-07,894,ENSG00000085760
PTTG1IP,2.95E-07,895,ENSG00000183255
SCAF11,2.95E-07,896,ENSG00000139218
SUMO1,2.95E-07,897,ENSG00000116030
ANXA3,2.95E-07,898,ENSG00000138772
UBA6-AS1,2.95E-07,899,ENSG00000248049
SETD1A,2.95E-07,900,ENSG00000099381
THOC2,2.94E-07,901,ENSG00000125676
NDUFA3,2.94E-07,902,ENSG00000170906
SH3BP4,2.94E-07,903,ENSG00000130147
MYDGF,2.94E-07,904,ENSG00000074842
CCDC124,2.94E-07,905,ENSG00000007080
MED28,2.94E-07,906,ENSG00000118579
MACROD1,2.94E-07,907,ENSG00000133315
GNAS,2.94E-07,908,ENSG00000087460
SURF4,2.94E-07,909,ENSG00000148248
ANKRD12,2.94E-07,910,ENSG00000101745
SOX17,2.94E-07,911,ENSG00000164736
RP2,2.94E-07,912,ENSG00000102218
SERP1,2.93E-07,913,ENSG00000120742
COX6A1P2,2.93E-07,914,ENSG00000226976
PSMB7,2.93E-07,915,ENSG00000136930
NUDT15,2.93E-07,916,ENSG00000136159
ANP32B,2.92E-07,917,ENSG00000136938
ARFGAP2,2.92E-07,918,ENSG00000149182
TBC1D10A,2.92E-07,919,ENSG00000099992
PCSK5,2.92E-07,920,ENSG00000099139
TLE1,2.92E-07,921,ENSG00000196781
DDX21,2.91E-07,922,ENSG00000165732
GHITM,2.91E-07,923,ENSG00000165678
IGF1,2.91E-07,924,ENSG00000017427
SEC61G,2.91E-07,925,ENSG00000132432
EDARADD,2.91E-07,926,ENSG00000186197
NDUFB1,2.91E-07,927,ENSG00000183648
KLHL5,2.91E-07,928,ENSG00000109790
AUP1,2.90E-07,929,ENSG00000115307
TET1,2.90E-07,930,ENSG00000138336
WDR61,2.90E-07,931,ENSG00000140395
TMEM161A,2.90E-07,932,ENSG00000064545
DUSP11,2.90E-07,933,ENSG00000144048
RPS12,2.90E-07,934,ENSG00000112306
MARCKSL1,2.90E-07,935,ENSG00000175130
UBE2T,2.90E-07,936,ENSG00000077152
PITX2,2.90E-07,937,ENSG00000164093
TCOF1,2.89E-07,938,ENSG00000070814
PMPCA,2.89E-07,939,ENSG00000165688
PSMC4,2.89E-07,940,ENSG00000013275
SUPV3L1,2.89E-07,941,ENSG00000156502
DUS1L,2.89E-07,942,ENSG00000169718
LINC00680,2.89E-07,943,ENSG00000215190
GAPVD1,2.89E-07,944,ENSG00000165219
SELENOT,2.89E-07,945,ENSG00000198843
ZNF766,2.89E-07,946,ENSG00000196214
EWSR1,2.88E-07,947,ENSG00000182944
SNX5,2.88E-07,948,ENSG00000089006
TMEM97,2.88E-07,949,ENSG00000109084
PRDX5,2.88E-07,950,ENSG00000126432
OXA1L,2.87E-07,951,ENSG00000155463
PUF60,2.87E-07,952,ENSG00000179950
RSL24D1,2.87E-07,953,ENSG00000137876
WAPL,2.87E-07,954,ENSG00000062650
CRTC2,2.87E-07,955,ENSG00000160741
PRPF40A,2.86E-07,956,ENSG00000196504
CAP1,2.86E-07,957,ENSG00000131236
MDM2,2.86E-07,958,ENSG00000135679
C14orf1,2.85E-07,959,ENSG00000133935
CEBPZ,2.85E-07,960,ENSG00000115816
SLCO2A1,2.85E-07,961,ENSG00000174640
TKT,2.85E-07,962,ENSG00000163931
SRP9,2.85E-07,963,ENSG00000143742
COX17,2.84E-07,964,ENSG00000138495
AURKB,2.84E-07,965,ENSG00000178999
BTF3L4,2.84E-07,966,ENSG00000134717
CBX3,2.83E-07,967,ENSG00000122565
KIZ,2.83E-07,968,ENSG00000088970
ZFAND4,2.83E-07,969,ENSG00000172671
NDUFB6,2.83E-07,970,ENSG00000165264
SRP72,2.83E-07,971,ENSG00000174780
COL4A2,2.83E-07,972,ENSG00000134871
WDR34,2.83E-07,973,ENSG00000119333
CMTM6,2.83E-07,974,ENSG00000091317
NPC1,2.83E-07,975,ENSG00000141458
AIP,2.83E-07,976,ENSG00000110711
SLC34A2,2.83E-07,977,ENSG00000157765
ITSN1,2.83E-07,978,ENSG00000205726
RPL37,2.83E-07,979,ENSG00000145592
NEK1,2.82E-07,980,ENSG00000137601
KIAA1958,2.82E-07,981,ENSG00000165185
IDH1,2.82E-07,982,ENSG00000138413
,2.81E-07,983,ENSG00000034063
CHORDC1,2.81E-07,984,ENSG00000110172
UBE2G2,2.81E-07,985,ENSG00000184787
RSL1D1,2.81E-07,986,ENSG00000171490
RAD51,2.81E-07,987,ENSG00000051180
RPL31,2.81E-07,988,ENSG00000071082
PHYKPL,2.81E-07,989,ENSG00000175309
SGK1,2.80E-07,990,ENSG00000118515
ETF1,2.80E-07,991,ENSG00000120705
MCM10,2.80E-07,992,ENSG00000065328
HSDL1,2.80E-07,993,ENSG00000103160
ARF6,2.80E-07,994,ENSG00000165527
C1orf216,2.80E-07,995,ENSG00000142686
RPL14,2.80E-07,996,ENSG00000188846
ATF2,2.80E-07,997,ENSG00000115966
GTF3C6,2.79E-07,998,ENSG00000155115
PSMA5,2.79E-07,999,ENSG00000143106
NARF,2.79E-07,1000,ENSG00000141562
CHID1,2.79E-07,1001,ENSG00000177830
CALM3,2.79E-07,1002,ENSG00000160014
MT-TP,2.78E-07,1003,ENSG00000210196
PTPRU,2.78E-07,1004,ENSG00000060656
PDIA5,2.78E-07,1005,ENSG00000065485
ARF4,2.78E-07,1006,ENSG00000168374
SRP14,2.78E-07,1007,ENSG00000140319
RAB11FIP4,2.77E-07,1008,ENSG00000131242
TACC1,2.77E-07,1009,ENSG00000147526
,2.77E-07,1010,ENSG00000210144
SNX16,2.77E-07,1011,ENSG00000104497
ZWINT,2.77E-07,1012,ENSG00000122952
WDR44,2.77E-07,1013,ENSG00000131725
TMEM9,2.76E-07,1014,ENSG00000116857
RNF181,2.76E-07,1015,ENSG00000168894
SH3GLB1,2.76E-07,1016,ENSG00000097033
YIPF1,2.76E-07,1017,ENSG00000058799
PRUNE2,2.76E-07,1018,ENSG00000106772
GOLGA7,2.76E-07,1019,ENSG00000147533
DTNB,2.75E-07,1020,ENSG00000138101
PTGES2,2.75E-07,1021,ENSG00000148334
CCDC115,2.75E-07,1022,ENSG00000136710
NYNRIN,2.75E-07,1023,ENSG00000205978
CTSE,2.75E-07,1024,ENSG00000196188
MRPL14,2.75E-07,1025,ENSG00000180992
MRPS16,2.74E-07,1026,ENSG00000182180
DNAJA1,2.74E-07,1027,ENSG00000086061
HIC2,2.74E-07,1028,ENSG00000169635
NUP98,2.74E-07,1029,ENSG00000110713
UROD,2.74E-07,1030,ENSG00000126088
ATMIN,2.74E-07,1031,ENSG00000166454
NDUFB11,2.73E-07,1032,ENSG00000147123
NEURL4,2.73E-07,1033,ENSG00000215041
SEC24D,2.73E-07,1034,ENSG00000150961
ACOT11,2.73E-07,1035,ENSG00000162390
SOCS3,2.73E-07,1036,ENSG00000184557
AMER2,2.73E-07,1037,ENSG00000165566
BNIP3,2.73E-07,1038,ENSG00000176171
GRIP2,2.73E-07,1039,ENSG00000144596
ATAD3B,2.73E-07,1040,ENSG00000160072
HINT1,2.73E-07,1041,ENSG00000169567
DCTPP1,2.73E-07,1042,ENSG00000179958
ZNF493,2.73E-07,1043,ENSG00000196268
F2RL1,2.73E-07,1044,ENSG00000164251
ZNF367,2.73E-07,1045,ENSG00000165244
SAAL1,2.73E-07,1046,ENSG00000166788
ATP1A1,2.72E-07,1047,ENSG00000163399
FAM50A,2.72E-07,1048,ENSG00000071859
ANGPT1,2.72E-07,1049,ENSG00000154188
HMGB2,2.72E-07,1050,ENSG00000164104
VAT1,2.72E-07,1051,ENSG00000108828
AURKAIP1,2.72E-07,1052,ENSG00000175756
ARIH1,2.72E-07,1053,ENSG00000166233
WARS2,2.72E-07,1054,ENSG00000116874
APRT,2.71E-07,1055,ENSG00000198931
PPP1R13B,2.71E-07,1056,ENSG00000088808
CSE1L,2.71E-07,1057,ENSG00000124207
NAE1,2.71E-07,1058,ENSG00000159593
ZNF844,2.71E-07,1059,ENSG00000223547
CAPZA2,2.70E-07,1060,ENSG00000198898
ATXN2L,2.70E-07,1061,ENSG00000168488
TGFBR3,2.70E-07,1062,ENSG00000069702
SRSF4,2.70E-07,1063,ENSG00000116350
DENND3,2.70E-07,1064,ENSG00000105339
C16orf70,2.70E-07,1065,ENSG00000125149
MGST3,2.69E-07,1066,ENSG00000143198
PSKH1,2.69E-07,1067,ENSG00000159792
CDA,2.69E-07,1068,ENSG00000158825
TNPO1,2.69E-07,1069,ENSG00000083312
CYP1B1,2.69E-07,1070,ENSG00000138061
RPS15A,2.69E-07,1071,ENSG00000134419
PAX9,2.69E-07,1072,ENSG00000198807
TIMM17A,2.69E-07,1073,ENSG00000134375
FAM208B,2.69E-07,1074,ENSG00000108021
CCNL2,2.68E-07,1075,ENSG00000221978
PGM2L1,2.68E-07,1076,ENSG00000165434
USMG5,2.68E-07,1077,ENSG00000173915
GTF2A2,2.68E-07,1078,ENSG00000140307
UBASH3B,2.67E-07,1079,ENSG00000154127
FNDC3A,2.67E-07,1080,ENSG00000102531
ACAT2,2.67E-07,1081,ENSG00000120437
MCTS1,2.67E-07,1082,ENSG00000232119
MEST,2.67E-07,1083,ENSG00000106484
MIER2,2.67E-07,1084,ENSG00000105556
NID1,2.67E-07,1085,ENSG00000116962
PPFIA1,2.67E-07,1086,ENSG00000131626
DLGAP5,2.66E-07,1087,ENSG00000126787
BCAP31,2.66E-07,1088,ENSG00000185825
REEP1,2.66E-07,1089,ENSG00000068615
NXF1,2.66E-07,1090,ENSG00000162231
PKP3,2.66E-07,1091,ENSG00000184363
TBX3,2.66E-07,1092,ENSG00000135111
OSBPL8,2.66E-07,1093,ENSG00000091039
TUBA3D,2.65E-07,1094,ENSG00000075886
LARP1,2.65E-07,1095,ENSG00000155506
WASHC4,2.65E-07,1096,ENSG00000136051
POLR2L,2.65E-07,1097,ENSG00000177700
KRI1,2.65E-07,1098,ENSG00000129347
MPP7,2.65E-07,1099,ENSG00000150054
CENPT,2.65E-07,1100,ENSG00000102901
EIF3I,2.65E-07,1101,ENSG00000084623
AIF1L,2.64E-07,1102,ENSG00000126878
DIEXF,2.64E-07,1103,ENSG00000117597
MRPS23,2.64E-07,1104,ENSG00000181610
TOMM7,2.64E-07,1105,ENSG00000196683
TIMM10,2.64E-07,1106,ENSG00000134809
LYN,2.63E-07,1107,ENSG00000254087
RP11-1020A11.1,2.63E-07,1108,ENSG00000269893
SGPP1,2.63E-07,1109,ENSG00000126821
NDUFS6,2.63E-07,1110,ENSG00000145494
RP5-827C21.2,2.63E-07,1111,ENSG00000236358
GMEB1,2.63E-07,1112,ENSG00000162419
STYK1,2.62E-07,1113,ENSG00000060140
ZNF317,2.62E-07,1114,ENSG00000130803
PSEN1,2.62E-07,1115,ENSG00000080815
P3H1,2.61E-07,1116,ENSG00000117385
TBCA,2.61E-07,1117,ENSG00000171530
GOT2,2.61E-07,1118,ENSG00000125166
LRRC75A-AS1,2.61E-07,1119,ENSG00000175061
DNAJB1,2.61E-07,1120,ENSG00000132002
POLR2I,2.61E-07,1121,ENSG00000105258
DHX15,2.61E-07,1122,ENSG00000109606
ZNF518A,2.61E-07,1123,ENSG00000177853
GPR161,2.61E-07,1124,ENSG00000143147
DDX46,2.61E-07,1125,ENSG00000145833
HARS,2.61E-07,1126,ENSG00000170445
SMPDL3A,2.60E-07,1127,ENSG00000172594
RPL36AL,2.60E-07,1128,ENSG00000165502
ARHGAP11A,2.60E-07,1129,ENSG00000198826
SIVA1,2.60E-07,1130,ENSG00000184990
ZNF496,2.60E-07,1131,ENSG00000162714
OCIAD1,2.60E-07,1132,ENSG00000109180
EPHB4,2.60E-07,1133,ENSG00000196411
ELK3,2.60E-07,1134,ENSG00000111145
TMEM147,2.59E-07,1135,ENSG00000105677
ANAPC11,2.59E-07,1136,ENSG00000141552
PLA2G15,2.59E-07,1137,ENSG00000103066
NFAT5,2.59E-07,1138,ENSG00000102908
COPB2,2.59E-07,1139,ENSG00000184432
APOC1,2.59E-07,1140,ENSG00000130208
PHF11,2.59E-07,1141,ENSG00000136147
TRNAU1AP,2.59E-07,1142,ENSG00000180098
SLC25A16,2.59E-07,1143,ENSG00000122912
NSA2,2.59E-07,1144,ENSG00000164346
SLC40A1,2.58E-07,1145,ENSG00000138449
EXOSC8,2.58E-07,1146,ENSG00000120699
INTS7,2.58E-07,1147,ENSG00000143493
C17orf53,2.58E-07,1148,ENSG00000125319
DARS,2.58E-07,1149,ENSG00000115866
NDUFAF5,2.58E-07,1150,ENSG00000101247
CHCHD4,2.57E-07,1151,ENSG00000163528
RABGGTB,2.57E-07,1152,ENSG00000137955
ATP5I,2.57E-07,1153,ENSG00000169020
RPS3A,2.57E-07,1154,ENSG00000145425
CPSF6,2.57E-07,1155,ENSG00000111605
PALLD,2.56E-07,1156,ENSG00000129116
KCTD15,2.56E-07,1157,ENSG00000153885
KREMEN2,2.56E-07,1158,ENSG00000131650
NUP85,2.56E-07,1159,ENSG00000125450
FBXW9,2.56E-07,1160,ENSG00000132004
HNRNPM,2.56E-07,1161,ENSG00000099783
SEC16A,2.56E-07,1162,ENSG00000148396
LUC7L3,2.56E-07,1163,ENSG00000108848
BUB1,2.56E-07,1164,ENSG00000169679
BCAT2,2.56E-07,1165,ENSG00000105552
FRMD4B,2.55E-07,1166,ENSG00000114541
TSG101,2.55E-07,1167,ENSG00000074319
S100A6,2.55E-07,1168,ENSG00000197956
